,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/httjz,Brûlure III,Neutralité III,Armure lourde II,Ambition III,Ambition III,Influence du Wakfu II,Profit II,Profit II,Puissance brute I,Profit II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/806ez,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fhnof,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xkpqz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jemtt,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8ygps,Ravage III,Tellurisme III,Force vitale II,,Acribie III,,Gel III,Influence III,Influence III,Influence vitale II,Dénouement,Hypermétrope
https://www.zenithwakfu.com/builder/s94io,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zokzk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/en9qw,,Vélocité II,,Prétention III,,Cicatrisation III,,,Abandon III,Abandon III,,
https://www.zenithwakfu.com/builder/soea1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/m6kpc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bfzyd,Influence III,Influence III,Ravage II,,,,,Ravage II,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/chfmf,Expert des Parades II,Dérobade lente II,Force vitale II,Cicatrisation III,Agilité vitale II,Vélocité II,Carapace II,Cicatrisation III,Ténacité II,Conservation III,Force Herculéenne,
https://www.zenithwakfu.com/builder/iedpq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/acl7y,,Ambition III,,,,,,,,,,
https://www.zenithwakfu.com/builder/kqyvo,,,,,,Influence du Wakfu II,,Influence III,Influence vitale III,Influence vitale III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/iqfse,Poids Plume III,Interposition I,Dévastation I,Gel secondaire I,Profit II,Ravage secondaire II,Sauvegarde du Wakfu II,Ravage secondaire II,Préparation critique I,Ravage secondaire II,,
https://www.zenithwakfu.com/builder/lucrd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vtnsw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tbjdz,,Carapace II,Altruisme III,Visibilité II,,Vélocité II,,,Altruisme III,Intégrité II,Abnégation,Distribution
https://www.zenithwakfu.com/builder/lacc6,,,,Embuscade I,Relations sociales II,,Volte-face II,Embuscade I,,Expert des armes légères II,,
https://www.zenithwakfu.com/builder/ztfsy,Sauvegarde du Wakfu II,Vélocité II,Intégrité II,Agilité vitale II,Force vitale II,Dérobade lente II,Tolérance II,Cicatrisation III,Précaution III,Wakfu Berserk III,Pacte Wakfu,Pétulance
https://www.zenithwakfu.com/builder/icpkc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gdyzw,Brûlure II,Neutralité II,Neutralité II,Ambition III,Ambition III,Brûlure II,Tellurisme secondaire II,Tellurisme secondaire II,Tellurisme III,Influence paradoxale III,Inflexibilité II,Alternance II
https://www.zenithwakfu.com/builder/v1mjk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/clvux,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sfpx3,Ruine III,Ruine III,Courage III,Contre-attaque III,Poids Plume II,Poids Plume II,,Courage III,Ravage III,Wakfu Berserk III,Constance II,Stasification
https://www.zenithwakfu.com/builder/ncniz,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/lgqax,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/w5rfo,,,Embuscade III,Embuscade III,Influence du Wakfu II,Critique Berserk III,Vivacité II,Critique Berserk III,Ravage II,Ravage II,Brutalité,
https://www.zenithwakfu.com/builder/b1q6r,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/txnif,Expert des armes légères III,Expert des armes légères III,Neutralité II,Neutralité II,,,,,,,,
https://www.zenithwakfu.com/builder/evrcw,Ruine II,Ruine II,Courage III,Contre-attaque III,Contre-attaque III,Cicatrisation III,Ruine II,Carapace II,Valeur ajoutée III,Cicatrisation III,Constance II,Aura de Flammes
https://www.zenithwakfu.com/builder/r1yym,Carapace II,Pacte Wakfu,Par-delà la barrière,,,,,,,,,
https://www.zenithwakfu.com/builder/gxnv8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/24w6o,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/caoqx,Ruine II,Ruine II,Carapace I,Contre-attaque III,Contre-attaque III,,Ruine II,Solidité II,Ravage I,Courage III,,
https://www.zenithwakfu.com/builder/8mv43,Wakfu Berserk II,Wakfu Berserk II,Influence lente I,Influence lente I,Influence lente I,Influence lente I,Retour d'Armure II,Retour d'Armure II,Retour vital I,Retour vital I,,
https://www.zenithwakfu.com/builder/olrcc,Brûlure I,Ambition II,Neutralité III,Tellurisme III,Tellurisme secondaire II,Ambition II,Ambition II,,Neutralité I,Brûlure secondaire I,,Alternance II
https://www.zenithwakfu.com/builder/nax9c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yjazw,Ruine II,Ruine II,Barrière Distance II,Contre-attaque III,Contre-attaque III,Retour enflammé II,Ruine II,Carapace I,Barrière Distance II,Solidité II,Constance II,Aura de Flammes
https://www.zenithwakfu.com/builder/xp0sd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/87ayi,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/odvwh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/subwl,Force vitale II,Persistance II,Retour PA II,Influence vitale III,Retour PA II,Puissance brute I,Influence III,Ravage III,Influence du Wakfu II,Influence vitale III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/ugsfx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ukywq,,,,,,,,,,,Anatomie,
https://www.zenithwakfu.com/builder/82f1i,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zklbd,Poids Plume III,Influence vitale III,,Influence III,Influence III,Embuscade écartée III,,,Embuscade écartée III,Ravage III,Brutalité,Par-delà la barrière
https://www.zenithwakfu.com/builder/aoqm7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mq8eu,Cicatrisation III,Dérobade continue III,Abandon II,Abandon II,Prétention III,Vélocité II,Carapace II,Expert des Parades II,Prétention III,Cicatrisation III,Force Herculéenne,Pétulance
https://www.zenithwakfu.com/builder/vb26b,,,,,,,,,Influence du Wakfu I,Influence du Wakfu I,,
https://www.zenithwakfu.com/builder/fy6ad,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pdkpv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wvfzu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ogurv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wmbn8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/olliv,Ambition III,Neutralité II,Influence III,Carapace II,,Embuscade écartée III,Ambition III,Neutralité II,,,,
https://www.zenithwakfu.com/builder/re933,Abandon II,Abandon II,Abandon II,Cicatrisation III,Cicatrisation III,Carapace II,Agilité vitale II,,Influence III,Influence III,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/druky,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pr0ch,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/soupk,,,,,,,,,,,Anatomie,
https://www.zenithwakfu.com/builder/jjmyp,Influence du Wakfu II,Influence II,Influence II,Ruine III,Ruine III,Influence lente II,Influence lente II,Influence II,Ruine cyclique II,Puissance brute II,Inflexibilité,Alternance II
https://www.zenithwakfu.com/builder/x5gcp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/u8pyh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/modbn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/987le,Précaution II,Critique Berserk II,Balance critique I,Critique Berserk II,,Embuscade II,Tacle Berserk I,Embuscade II,Critique Berserk II,,Furie,
https://www.zenithwakfu.com/builder/yzbpa,Brûlure I,Brûlure I,Brûlure I,Influence II,,,,,,,,
https://www.zenithwakfu.com/builder/8n6tk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2zarb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vyhdj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xvf1n,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sodip,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rfha8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ah4n7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wyptn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dwfun,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ewsj2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jwsyk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dnlfc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yoq6r,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/02qac,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0wowz,Abandon II,Abandon II,Abandon II,Influence vitale III,Influence vitale III,Ruine III,Force vitale II,Influence III,Valeur ajoutée III,Ruine III,Contrôle de l'espace II,Hypermétrope
https://www.zenithwakfu.com/builder/kwusj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rqpjx,,,,Vivacité II,,,,,,,,
https://www.zenithwakfu.com/builder/l3a6c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/14sfd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gpdrq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/oyvdo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yrrpl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ukcex,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hkla5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/a22ds,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fve3v,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/illie,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zpuyw,Embuscade écartée III,Tellurisme III,Dévastation III,Destruction III,Influence lente III,Brûlure secondaire III,Embuscade écartée III,Destruction III,Ravage III,Puissance brute II,Démesuré,Par-delà la barrière
https://www.zenithwakfu.com/builder/2yqgt,Enveloppe rocheuse III,Vélocité I,Enveloppe rocheuse III,Ravage II,Théorie de la matière II,Cicatrisation III,Cicatrisation III,Carapace I,Ravage II,Carapace I,Force Herculéenne,
https://www.zenithwakfu.com/builder/8abo3,Influence du Wakfu II,Sanguinolence III,Influence vitale III,Influence vitale III,Force vitale II,Ravage III,Profit II,Influence III,Tellurisme III,Puissance brute II,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/ynx7a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5z5gz,Poids Plume III,Sanguinolence III,Profit II,Influence II,Profit II,Profit II,Interception III,Influence II,Ravage III,Influence II,Inflexibilité,Pétulance
https://www.zenithwakfu.com/builder/vwr43,Cicatrisation III,Secret de la vie II,Carapace II,Ruine III,Abandon I,Ruine III,Abandon II,,Ravage III,Cicatrisation III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/p2vor,Ruine III,Verrouillage III,Ventilation III,Force vitale II,Agilité vitale II,Ruine cyclique II,Valeur ajoutée III,Ravage III,Ruine III,Verrouillage III,,Contrôle du temps
https://www.zenithwakfu.com/builder/p8akl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tj8i8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vbt0o,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/udwct,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/luf6x,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,,,,,,
https://www.zenithwakfu.com/builder/wdejd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vlmob,,,Agilité vitale II,Influence vitale III,Influence vitale III,Ruine III,Force vitale II,Influence III,Valeur ajoutée III,Ruine III,Concentration Elémentaire,Hypermétrope
https://www.zenithwakfu.com/builder/ujqvm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/osggg,Influence du Wakfu I,Influence du Wakfu I,,Retour PA II,,Retour PA II,,Puissance brute I,,Influence vitale II,,
https://www.zenithwakfu.com/builder/pktwx,Ambition III,Ambition III,Expert des armes légères III,Expert des armes légères III,Neutralité III,Influence vitale III,Force vitale II,Puissance brute III,Cicatrisation III,Dévastation III,Dénouement,Par-delà la barrière
https://www.zenithwakfu.com/builder/sfgrk,Carapace II,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/l8ica,Ambition III,Ambition III,Abandon II,Agilité vitale II,Abandon II,Force vitale II,Abandon II,Influence III,Influence III,Puissance brute III,Dénouement,
https://www.zenithwakfu.com/builder/fjadw,Brûlure II,Contre-attaque III,Brûlure II,Courage III,Contre-attaque III,Embuscade III,Temporisation III,Embuscade III,Ravage III,Courage III,Constance,Energie ancestrale
https://www.zenithwakfu.com/builder/vuexy,Expert des armes légères III,Ventilation II,Ventilation II,Valeur ajoutée II,Valeur ajoutée II,Expert des armes légères III,Intégrité II,Ravage III,Ruine III,Ruine III,Constance II,Contrôle du temps
https://www.zenithwakfu.com/builder/yhtgn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/r0cfb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/avri5,Ravage II,Ravage II,Puissance brute III,Retour PA II,Retour PA II,Influence du Wakfu II,Force vitale II,Tellurisme III,Brûlure III,,,Sentinelle
https://www.zenithwakfu.com/builder/eihyl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4nnub,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qillu,Ravage II,Armure lourde II,Dévastation III,Influence III,Sauvegarde II,Poids Plume II,Visibilité II,Influence III,Ravage II,Poids Plume II,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/muryz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0vjn1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gbzmw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/q9avc,,,,,,,,,,,Anatomie,
https://www.zenithwakfu.com/builder/qm0qo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7zrtg,Influence III,Abandon II,Ambition III,Ambition III,Abandon II,Neutralité II,Neutralité II,Tellurisme III,Force vitale II,Brûlure III,Dénouement,
https://www.zenithwakfu.com/builder/lsumd,Ravage II,Armure lourde II,Dévastation III,Influence III,Sauvegarde II,Poids Plume II,Visibilité II,Influence III,Ravage II,Poids Plume II,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/lbdtw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/koxss,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/w1yrt,Carapace II,,,,,,,,,Ravage III,,
https://www.zenithwakfu.com/builder/9qrmf,Carapace II,Courage III,,,,Vélocité II,,Courage III,Ravage III,Intégrité II,,
https://www.zenithwakfu.com/builder/9ctvd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fh0bi,Cicatrisation III,Tolérance II,Barrière Mêlée II,Ravage secondaire II,Vélocité II,Solidité II,Cicatrisation III,Barrière Mêlée II,Ravage secondaire II,Expert des Parades II,Maniement : Bouclier,Confiance
https://www.zenithwakfu.com/builder/9oqsq,Abandon II,Ambition III,Influence III,Abandon II,,,Influence III,Ambition III,,,Dénouement,
https://www.zenithwakfu.com/builder/ctmrk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2kjke,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/x8aba,Vivacité II,Force vitale II,Embuscade écartée III,Embuscade écartée III,Destruction III,Destruction III,Influence III,Influence III,Brûlure III,Ravage III,,
https://www.zenithwakfu.com/builder/mdtwd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rcb51,Influence vitale III,Influence vitale III,Dévastation III,Retour PA II,Retour PA II,Ravage III,Poids Plume III,Ventilation III,Puissance brute III,Influence III,Mesure,Energie ancestrale
https://www.zenithwakfu.com/builder/xwixt,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/upfjx,Brûlure III,Ventilation III,Dévastation I,Influence II,Influence lente III,Embuscade III,Embuscade III,Ravage II,Ravage II,Puissance brute II,Mesure,Stasification
https://www.zenithwakfu.com/builder/z8zba,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yomou,,,Ravage II,,Cicatrisation II,,,,Cicatrisation II,,,
https://www.zenithwakfu.com/builder/xh2r4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/x3ifj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/npebq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7c2hv,Puissance brute I,Force légère III,Force légère III,Carnage III,Carnage III,Armure lourde II,Brûlure II,Brûlure II,Expert des armes légères III,Expert des armes légères III,Constance,
https://www.zenithwakfu.com/builder/yb2ow,Ravage II,Ravage II,Puissance brute III,Retour PA II,Retour PA II,Influence du Wakfu II,Force vitale II,Tellurisme III,Brûlure III,,Démesuré,Sentinelle
https://www.zenithwakfu.com/builder/xtml8,,,,,,,,,,,Inflexibilité II,Alternance II
https://www.zenithwakfu.com/builder/ggjhz,,,Profit II,Retour PA II,Profit II,,,Ravage III,Influence III,Influence III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/r8o3a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/w1ljt,Expert des armes légères III,Critique Berserk III,Expert des armes légères III,Ravage II,Puissance brute II,Critique Berserk III,Ruine III,Influence III,Influence du Wakfu II,Ravage II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/h93tk,Expert des armes légères III,Critique Berserk III,Expert des armes légères III,Ravage II,Puissance brute II,Critique Berserk III,Ruine III,Influence III,Influence du Wakfu II,Ravage II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/kkyqy,Expert des armes légères III,Critique Berserk III,Expert des armes légères III,Ravage II,Puissance brute II,Critique Berserk III,Ruine III,Influence III,Influence du Wakfu II,Ravage II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/plgme,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/t6yaq,,,,,,,,,,,,Energie ancestrale
https://www.zenithwakfu.com/builder/emasw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cxf4f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sfkkb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e8nhz,Ravage II,Ravage II,Puissance brute III,Retour PA II,Retour PA II,Influence du Wakfu II,Force vitale II,Tellurisme III,Brûlure III,,,Sentinelle
https://www.zenithwakfu.com/builder/6yome,Ravage II,Ravage II,Puissance brute III,Retour PA II,Retour PA II,Influence du Wakfu II,Force vitale II,,Brûlure III,Carapace II,Elémentalisme,Sentinelle
https://www.zenithwakfu.com/builder/tryv9,Retour PA II,Influence du Wakfu II,Retour PA II,Influence lente III,Ravage II,,,Puissance brute III,,Ravage II,Mesure III,Sentinelle
https://www.zenithwakfu.com/builder/93zih,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/oae1i,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jlq5s,Embuscade III,Embuscade III,Influence III,Ravage III,Influence III,Focalisation II,Brûlure III,Carapace II,Critique Berserk III,Critique Berserk III,Concentration Elémentaire,Stasification
https://www.zenithwakfu.com/builder/zukqm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fd9qb,Poids Plume III,Embuscade écartée III,Embuscade écartée III,Influence lente III,Représailles III,Sanguinolence III,Influence du Wakfu II,Carapace II,,Puissance brute II,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/mvsue,,Ravage II,,,,,,,Ravage II,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/icelf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dfihy,,,,,,,,,,,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/gajmk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/efkgs,Cicatrisation III,Courage III,Force vitale II,Altruisme III,Cicatrisation III,Vélocité II,Altruisme III,Courage III,Ravage III,Carapace II,Abnégation,Distribution
https://www.zenithwakfu.com/builder/cs9by,,,,,,,,,,Puissance brute II,Concentration Elémentaire,Alternance II
https://www.zenithwakfu.com/builder/sub6x,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/of9v9,Cicatrisation III,Longueur d'armure III,Enveloppe rocheuse III,Théorie de la matière II,Longueur d'armure III,Cicatrisation III,,Enveloppe rocheuse III,Vélocité II,,,Longévité
